label	text
OFF	Niggas get Ethika and wear that shit TO Deathika:loudly crying face::weary face:
OFF	@USER fuck you
OFF	the fucking elite
OFF	@USER @USER He s fucking destroyed
OFF	and bitch IM FUCKING STAYING
OFF	MAN my scorpion ate both of her babies bitches aint shit
OFF	@USER @USER Shut the fuck up
OFF	@USER Lmao bitch that had me FUCKED up ugly ass kid
NOT	all the best tonight team #HelloLoveWorldPremiere
OFF	1 like and I’ll slap the shit out my boyfriend
OFF	Bitch I saw that @USER
OFF	Y’all really hype the shit out of y’all pussy just for a nigga to find out that shit is ASS
NOT	The best is yet to come :partying face::partying face::partying face:
OFF	@USER I feel that shit
OFF	Ever met a bitch that wanna be just like you bitch you could never be me
OFF	I hate being talked to death keep that shit
OFF	Bitch I have been sweating since literally fucking April I cannot
OFF	Sometimes it doesn’t work out with someone because they’re a piece of shit who deserves a piece of shit And your not a piece of shit
OFF	@USER well i still find it entertaining to read but holy shit is he a piece of shit
NOT	@USER Thanks for the use of the photo
OFF	Who the fuck is Leo?
NOT	@USER Thank you for the support
NOT	@USER Thank you Btw I love the Write Along podcast
NOT	i love jenna coleman she deserves the best
NOT	Donald is the best 82 to pick Welcome
OFF	@USER I came here to say fuck you you corrupt power drunk piece of shit
OFF	Loving the shit out you Fucking the shit out you
NOT	Training to be the best me
NOT	True to the game the best movie on Netflix my favorite
NOT	click the link in bio:see-no-evil monkey::relieved face::sparkles:
OFF	what the fuck is a mortgage? bitch I’ll kill you
OFF	@USER You not waiting on nothing but a bitch to be dumb enough to let ya mentally unstable ass impregnate her
NOT	Capricorn is the best sign
NOT	@USER I think reusables are the best option now
NOT	being happy is one of the best feelings in life
OFF	@USER yo this shit had my head spinning
NOT	@USER Aw thank you :smiling face with 3 hearts:
OFF	@USER Fuck you who cares
OFF	I M TRYNA SLEEP AND THIS BITCH BLASTING MUSIC SHUT THE FUCK UPPPPPP
OFF	Some of y’all The Shit
OFF	@USER You re funny as shit
OFF	fuck it though niggas come and go
OFF	@USER You re an idiot #MoscowMitch
NOT	New to FT likes and RT’s appreciated :red heart: #LFC
OFF	pack your shit and GET OUT
NOT	@USER Your art is amazing Giving life to the forgotten and ignored areas of the Bond legacy Thank you
OFF	@USER @USER Nigga shits his pants and plays 24 hours damn virgin ass niggas these days
OFF	To whoever reading this you fine as shit girl :hot face:
OFF	Fuck off the @USER and fuck off Steve Dale
OFF	Drunk dick be spectacular :face with tears of joy::woman facepalming medium-dark skin tone: ride the shit out a nigga :weary face:
OFF	@USER @USER @USER Shut the fuck up you inbred piece of shit Stop fucking your family and breeding mutants
OFF	sco pa tu-Shut the fuck up
NOT	@USER Thank you for the vibes
NOT	@USER @USER Thank you for paying attention and sharing the news
NOT	Thank you Jesus for the opportunity of a new day
OFF	god bring us the fucking plague for these ugly ass tiktok boys PLEASE
OFF	@USER @USER Fuck you pussy get off my girls shit liking everyone of her pictures lame ass nigga
OFF	Danvers is OP as fuck
OFF	@USER @USER @USER boring as shit tho
NOT	#EB40 the BeST @USER @USER :sparkling heart::beaming face with smiling eyes::beaming face with smiling eyes::beaming face with smiling eyes: the staff and crew just keeps on growing amazing mabrukkk
OFF	@USER BWAT THE FUCK
NOT	To all the nice people on here Thank you
OFF	These hoes ain t shit and these niggas gone switch
OFF	shit I meant shit instead of shiny :woman facepalming medium skin tone:
OFF	This shit is ridiculous and Williamsport is not shit wtf is that baby still on the street :downcast face with sweat:god cover these kids
NOT	@USER I m in love
NOT	@USER @USER Thank you for your positive energy in the author’s sphere x
NOT	@USER The Best Always #MGMAVOTE #BTS @USER
NOT	@USER Thank you The outfit certainly added to the evenings visual pleasure
NOT	@USER We can only hope and pray :folded hands light skin tone: Thank you for the kind words
NOT	#WhenIHaveACaseOfTheMondays I re-read the memo about new coversheets for the TPS report
NOT	@USER and I are trying to recruit the best of the best
OFF	Idk what the fuck im thinking sometimes
OFF	I got the late night shits this shit sucks :cat face with tears of joy::cat face with tears of joy:
OFF	bitches be lame as shit
OFF	@USER @USER Lmfaoo fuck off I m tired
NOT	i miss the happy me
NOT	@USER @USER thank you abs-cbn :heart suit: @USER #KissesDelavin #DNinang #DonKiss
NOT	@USER Thank you
NOT	@USER @USER And we thank you for that
NOT	@USER @USER Congrats and enjoy :partying face:
NOT	@USER Say thanks to Krystal Thanks for your support :red heart::face blowing a kiss:
OFF	@USER back to dumb shit already :woman facepalming light skin tone:
NOT	that i in i love you is so important
OFF	Mans aint shit they get a good ass female that genuinely cares for their well being and fuck it up for std whores:rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:
NOT	@USER Thank you :face blowing a kiss::slightly smiling face::hugging face:
OFF	Why does the dumbest shit annoy me
NOT	Remember the new Month new song New Video Saga?? New Month is here WE MOVE :flexed biceps medium-light skin tone:
NOT	@USER Thank you Elsa :smiling face with smiling eyes:  lt;3
NOT	love you to the moon and back
NOT	@USER Thank you and have a beautiful day :shamrock::blossom::smiling face with smiling eyes:
NOT	@USER Thank you replied
NOT	@USER Thank you :pleading face::pleading face::pleading face::pleading face::pleading face:
NOT	@USER Thank you :dog face:
OFF	@USER @USER I m lonely as fuck lmao
OFF	@USER fuck you honestly
NOT	@USER @USER And thank you
NOT	I love you still and always will
NOT	@USER thank you sisterrr:smiling face with 3 hearts::smiling face with 3 hearts:
NOT	thank you and i appreciate it
NOT	@USER Thank you sweetheart x
NOT	@USER Congrats Looking forward to reading it
NOT	@USER You are welcome
NOT	@USER Thank you love :pleading face: I appreciate you
NOT	@USER Thank you fr
NOT	@USER @USER @USER Thank you gorgeous :blue heart:
NOT	@USER @USER :relieved face::relieved face::relieved face: You welcome
NOT	@USER thank you :grinning face with smiling eyes:
NOT	@USER Happy birthday and thanks for the chance :party popper:
NOT	@USER Appreciate it:red heart: thank you sm
NOT	@USER Thank you appreciate it
NOT	@USER Thank you H E for the support and encouragement
OFF	@USER This shit isn’t for the weak or broke:man shrugging medium skin tone:
NOT	Welcome to Washington workout Wednesday
OFF	@USER @USER shut the fuck up you whining nonce
OFF	I wish girls can say blunt shit like boys too “ yea bitch I fucked him and his mans but his mans shit was better “ :face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::loudly crying face::loudly crying face::face with tears of joy::loudly crying face::loudly crying face::woman shrugging medium-dark skin tone:
OFF	@USER watch the fucking replay
OFF	bitches be lying bout the dumbest shit
OFF	After we fuck I wanna fuck again:smiling face with smiling eyes:
OFF	ahh shit i hate when I m overthinking seriously
NOT	@USER @USER Thank you :) i hope to finish soon
OFF	i hate orpheus what the fuck is la lalala la lalaaa??? bitch I’ll kill you
OFF	@USER Somebody tell Slater to shut the fuck up
OFF	@USER Shut the fuck up you boomer
NOT	Many orgs came in support thank you all
OFF	@USER shut the fuck up
OFF	@USER i m serious i m annoying and a bitch :black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart::black heart:
OFF	@USER Fuck you and you’re piece of shit opinion Fuck you Fuck you
OFF	@USER Put his ass to fuckin sleep
OFF	@USER I saw some ratties looking to buy old Melanie shit so might as will get some money off this dumb bitch
OFF	This bitch must be bored as FUCK :skull:
NOT	@USER Wishing you the greatest birthday Happy Birthday
NOT	Happy Birthday to @USER and Harry Potter today :high voltage:
NOT	Oooooo #DontCheckOnMe Is on of the best songs on Indigo
OFF	@USER @USER Shut the fuck up pedophile
OFF	What the fuck
NOT	Chicago Amazing city Love the summer vibe here
NOT	@USER @USER I understand and thanks for the reply
NOT	@USER We have the same birthday Happy birthday May our hair look amazing
NOT	@USER So beautiful I love both the inside and outside
NOT	@USER Thank you; the confirmation i needed
OFF	I honestly wanna bang my head on the fucking wall
OFF	I am so fucking tired of y all and this damn sco pa tuma bullshit get a fucking diary
OFF	@USER @USER dumb her ass
NOT	@USER It s lovely in there
NOT	@USER I moved to Atlanta in January
NOT	@USER Thank you for the support :smiling face with smiling eyes:
NOT	@USER Thanks Jason Keep@up the good work
NOT	joined the troupe - @USER
NOT	Howdy You are the best  This week is going to be the best  Have a wonderful week :sun:
OFF	Texting is boring I wanna fuck you
OFF	@USER You are such an ass A STUPID IGNORANT RACIST ASS
NOT	@USER oooo thank you love  lt;3
NOT	@USER Trump Tower home to the best of the best :woozy face::woozy face::woozy face:
OFF	‘I won’t hurt you’ why the fuck you lying for you stupid cunt??
NOT	@USER Yessss Three of the best Illyrians :smiling face with heart-eyes:
OFF	Have the fucking sneezes
OFF	@USER @USER Sco pa tu man shut the fuck up
OFF	Was never rebuilding bonds in 2019 Fuck you suck my dick
NOT	I am the lovely Boonita
OFF	Leo Anhalt: msg laggpixel lifts up legs and shoves dick in his ass
OFF	yeah bro u just dont get it one piece characters look dumb as fuck and ugly as shit on purpose its his style
OFF	@USER What a fucking piece of shit human
OFF	Fucking hate weebs What the fuck is a “loli”??? Bitch I’m gonna kill you
NOT	@USER So happy she is doing great and looks fabulous Prayers for you both:folded hands::red heart:
OFF	Fuck a WCW I d scissor the fuck out of these bitches @USER  amp; @USER
NOT	@USER Whoah best of luck in the new role
NOT	@USER Happy birthday Wishing you all the best :two hearts:
NOT	@USER Thanks for the input @USER didn t work though
NOT	And I need fast responses :clapping hands medium-light skin tone: thank you
NOT	@USER also Jezza: I was not where I was And if I was there I was not involved Thank you
NOT	Lord thank you kay Ron hehe :relieved face:
NOT	@USER Thank you soso :beating heart:
NOT	@USER Thank you Recommend anywhere?
OFF	until my nigga realize he with the realist bitch breathing I ain’t got no nigga :loudly crying face::woman shrugging medium skin tone:
NOT	@USER You are the best Mimi :heart suit::heart suit:
OFF	@USER @USER @USER @USER @USER Shut the fuck up retard
NOT	Thank you for the feedback@aedcelectricity Thank you for restoring the light
OFF	@USER You the type of bitch to where your shoes on backwards stupid ass hoe
NOT	The best sight at practice so far: Ryan Shazier is here
NOT	@USER Thank goodness for the reminder or I wouldn t
OFF	@USER @USER @USER Hurry the fuck up
OFF	Yoo this rain really crazy as shit rn
NOT	I joined @USER Thanks to @USER for the opportunity again
OFF	tired of these dumb bitches
NOT	so proud of Kiara :red heart::red heart:
OFF	@USER What kind of pussy ass bitch uses this as their centrist hand wringing slogan? Fuck off
NOT	happiest birthday to the best btch @USER i love you :partying face::growing heart:
NOT	Thank you for the RTs and chat this evening and thank you @USER for hosting :smiling face with smiling eyes::smiling face with smiling eyes:#vintageshowandsell
OFF	@USER Yeah tell him to fuck off and block his ass
OFF	@USER Fuck that sucks
OFF	@USER i hate his rapist ass
OFF	unlike that bitch
OFF	yea fuck it
OFF	@USER Lmaooo that shit was nasty
OFF	@USER SONHOOOOO what the fuck you son of a bitch
NOT	Welcome to #TheTeamofthePeople @USER #Raysup
NOT	have i mentioned that i love brandon uranowitz and meeting him was the best day of my life
NOT	Welcome @USER @USER @USER @USER @USER and @USER to the @9to5MusicalUK London Tour family
OFF	Y’all hoes better eat a dick shit cuz I’m the last mf that give a fuck
OFF	@USER @USER bitch u said that shit :relieved face:
NOT	I was always waiting for her always waiting for her smile and her hugs She is love and I am so in love with her
NOT	And of course Happy Birthday to #Rayla :crescent moon::crescent moon::crescent moon:
OFF	Uber in prague is A FUCKING MESS what the actual fuck i had to cancel 3rides bc they’re DUMB
NOT	@USER @USER Mario you are the best
NOT	@USER Thank you :face blowing a kiss: Always happy to share the magic of QAL when we can :)
NOT	The Person you are trying to reach is unavailable
NOT	@USER @USER Love the blues
OFF	@USER He murdered this shit
NOT	Happy first of August :smiling face with 3 hearts:
NOT	I miss 2015 and 2016 #Jays
NOT	Blessed and thankful
NOT	9 years young today Happy bday @500Startups Incredibly grateful for the journey The best is yet to come :birthday cake:
NOT	@USER Congrats on the new gig pal
OFF	@USER What the fuck? monkaS
NOT	Last booking of the fckn day
NOT	@USER You are welcome dear
NOT	Be happy for you:beating heart:
OFF	holy shit im in trouble
OFF	listen if a dick go in yo pussy add it to yo body count bitch and if you ain t cum that s yo fault for fucking that nigga :open hands medium skin tone:
